date,day_of_week,month,is_weekend,location,shelter_density,donor_activity_index,food_category,temperature_celsius,beneficiaries_count,historical_demand_lag1,historical_demand_lag7,meals_demanded
2025-10-23,3,10,0,Karol Bagh,9,3.47,BEVERAGES,32.2,45,42,38,107
2025-10-24,4,10,0,Dwarka,5,3.22,DAIRY,27.0,22,22,22,67
2025-10-25,5,10,1,Dwarka,5,2.91,DAIRY,24.5,59,66,63,128
2025-10-26,6,10,1,Rohini,7,3.23,BEVERAGES,28.2,34,31,29,112
2025-10-27,0,10,0,Lajpat Nagar,8,2.49,BEVERAGES,25.4,74,83,75,132
2025-10-28,1,10,0,Lodhi Colony,7,3.34,BAKERY,27.9,47,42,49,117
2025-10-29,2,10,0,South Extension,6,3.27,OTHER,25.9,49,47,51,93
2025-10-30,3,10,0,South Extension,6,4.38,BAKERY,32.0,90,96,92,133
2025-10-31,4,10,0,Connaught Place,4,2.5,COOKED_MEALS,26.1,39,44,33,91
2025-11-01,5,11,1,Rohini,7,3.08,BAKERY,31.0,105,95,122,179
2025-11-02,6,11,1,Lodhi Colony,7,3.04,BEVERAGES,27.6,48,45,55,127
2025-11-03,0,11,0,Lodhi Colony,7,1.83,BEVERAGES,28.7,55,61,52,98
2025-11-04,1,11,0,Lajpat Nagar,8,3.95,COOKED_MEALS,26.6,89,91,86,169
2025-11-05,2,11,0,Lajpat Nagar,8,2.15,BAKERY,27.8,46,45,48,101
2025-11-06,3,11,0,Rohini,7,3.11,BEVERAGES,30.4,77,76,84,129
2025-11-07,4,11,0,Connaught Place,4,2.06,BEVERAGES,29.5,38,42,38,75
2025-11-08,5,11,1,South Extension,6,4.27,COOKED_MEALS,33.5,100,86,80,195
2025-11-09,6,11,1,Lajpat Nagar,8,4.28,BAKERY,24.7,34,28,34,117
2025-11-10,0,11,0,Dwarka,5,4.58,DAIRY,30.6,17,14,17,76
2025-11-11,1,11,0,South Extension,6,1.56,BEVERAGES,26.7,51,43,57,91
2025-11-12,2,11,0,Lajpat Nagar,8,1.85,COOKED_MEALS,29.2,45,40,45,99
2025-11-13,3,11,0,Rohini,7,2.67,OTHER,28.0,62,70,60,118
2025-11-14,4,11,0,Connaught Place,4,3.76,OTHER,24.8,98,105,82,156
2025-11-15,5,11,1,Lodhi Colony,7,2.74,DAIRY,24.6,16,16,13,103
2025-11-16,6,11,1,Connaught Place,4,3.37,OTHER,33.7,82,92,73,147
2025-11-17,0,11,0,Rohini,7,3.78,PACKAGED_FOOD,28.8,20,22,21,75
2025-11-18,1,11,0,Dwarka,5,1.61,OTHER,27.1,41,42,45,92
2025-11-19,2,11,0,Dwarka,5,4.21,COOKED_MEALS,27.0,87,80,98,136
2025-11-20,3,11,0,Connaught Place,4,2.77,BEVERAGES,25.4,103,109,103,157
2025-11-21,4,11,0,Connaught Place,4,1.68,DAIRY,26.3,24,22,26,68
2025-11-22,5,11,1,Rohini,7,2.58,BEVERAGES,26.7,72,71,67,153
2025-11-23,6,11,1,Lodhi Colony,7,2.93,BEVERAGES,29.9,63,55,65,151
2025-11-24,0,11,0,South Extension,6,2.38,DAIRY,31.1,96,86,91,136
2025-11-25,1,11,0,Connaught Place,4,1.85,COOKED_MEALS,33.4,71,68,64,125
2025-11-26,2,11,0,Lodhi Colony,7,3.34,PACKAGED_FOOD,28.1,18,15,18,77
2025-11-27,3,11,0,Karol Bagh,9,3.47,PRODUCE_FRUITS,32.6,16,15,15,96
2025-11-28,4,11,0,Lajpat Nagar,8,3.39,BAKERY,30.9,36,32,33,106
2025-11-29,5,11,1,Lodhi Colony,7,1.98,BAKERY,28.3,68,63,75,137
2025-11-30,6,11,1,Dwarka,5,3.56,PACKAGED_FOOD,30.2,73,64,67,166
2025-12-01,0,12,0,Lodhi Colony,7,2.6,PACKAGED_FOOD,15.8,57,55,55,114
2025-12-02,1,12,0,Karol Bagh,9,1.95,PRODUCE_FRUITS,18.0,103,93,95,154
2025-12-03,2,12,0,Lodhi Colony,7,4.7,PRODUCE_FRUITS,19.3,96,95,98,158
2025-12-04,3,12,0,Rohini,7,4.09,PRODUCE_FRUITS,13.1,87,79,104,152
2025-12-05,4,12,0,Lajpat Nagar,8,3.75,PACKAGED_FOOD,12.3,108,106,117,163
2025-12-06,5,12,1,Dwarka,5,1.73,OTHER,20.0,67,70,57,139
2025-12-07,6,12,1,Connaught Place,4,2.3,BEVERAGES,13.5,69,74,57,143
2025-12-08,0,12,0,Lodhi Colony,7,3.26,OTHER,18.9,84,72,99,139
2025-12-09,1,12,0,Dwarka,5,4.46,PACKAGED_FOOD,17.9,25,22,22,70
2025-12-10,2,12,0,Karol Bagh,9,1.65,BEVERAGES,18.8,66,75,61,121
2025-12-11,3,12,0,Rohini,7,2.92,COOKED_MEALS,13.0,43,43,43,95
2025-12-12,4,12,0,Lodhi Colony,7,2.73,DAIRY,19.7,90,95,77,140
2025-12-13,5,12,1,South Extension,6,3.09,PRODUCE_FRUITS,16.2,25,22,29,105
2025-12-14,6,12,1,Lodhi Colony,7,4.09,PACKAGED_FOOD,16.8,75,65,81,166
2025-12-15,0,12,0,Lodhi Colony,7,2.55,PRODUCE_FRUITS,12.4,105,92,119,151
2025-12-16,1,12,0,Lajpat Nagar,8,4.57,BEVERAGES,14.4,37,37,34,88
2025-12-17,2,12,0,Lodhi Colony,7,4.66,BAKERY,20.0,95,86,100,154
2025-12-18,3,12,0,Karol Bagh,9,4.41,DAIRY,17.9,64,54,56,132
2025-12-19,4,12,0,Connaught Place,4,3.98,OTHER,20.0,88,77,101,136
2025-12-20,5,12,1,Lodhi Colony,7,1.88,BEVERAGES,20.6,82,93,75,168
2025-12-21,6,12,1,Lodhi Colony,7,3.52,PACKAGED_FOOD,13.1,60,66,62,147
2025-12-22,0,12,0,Connaught Place,4,4.53,PACKAGED_FOOD,12.8,32,30,28,63
2025-12-23,1,12,0,South Extension,6,2.1,BEVERAGES,13.4,64,62,54,105
2025-12-24,2,12,0,Dwarka,5,3.27,BEVERAGES,21.3,37,37,36,86
2025-12-25,3,12,0,Lajpat Nagar,8,2.12,OTHER,16.5,21,23,24,69
2025-12-26,4,12,0,Lodhi Colony,7,4.68,PACKAGED_FOOD,18.5,67,70,64,127
2025-12-27,5,12,1,Rohini,7,2.96,BAKERY,12.8,18,19,15,102
2025-12-28,6,12,1,Connaught Place,4,2.06,DAIRY,17.7,113,122,115,182
2025-12-29,0,12,0,South Extension,6,3.39,PRODUCE_FRUITS,19.8,120,137,122,174
2025-12-30,1,12,0,Lodhi Colony,7,3.3,DAIRY,13.0,98,105,90,140
2025-12-31,2,12,0,South Extension,6,2.98,PRODUCE_FRUITS,20.6,26,25,31,75
2025-01-01,2,1,0,Rohini,7,3.93,BEVERAGES,15.5,105,108,101,157
2025-01-02,3,1,0,Karol Bagh,9,1.96,BAKERY,20.1,118,102,110,179
2025-01-03,4,1,0,Connaught Place,4,4.73,PRODUCE_FRUITS,14.9,49,55,49,103
2025-01-04,5,1,1,Dwarka,5,4.19,BAKERY,21.6,115,111,94,193
2025-01-05,6,1,1,Dwarka,5,4.36,BAKERY,13.5,56,61,61,143
2025-01-06,0,1,0,Dwarka,5,2.8,BAKERY,17.8,49,50,46,105
2025-01-07,1,1,0,Rohini,7,1.81,PACKAGED_FOOD,19.5,103,116,97,162
2025-01-08,2,1,0,Lodhi Colony,7,2.58,COOKED_MEALS,20.7,108,94,128,165
2025-01-09,3,1,0,Rohini,7,1.71,PACKAGED_FOOD,16.0,69,75,68,109
2025-01-10,4,1,0,Connaught Place,4,4.23,PRODUCE_FRUITS,17.5,31,31,30,67
2025-01-11,5,1,1,South Extension,6,1.65,BEVERAGES,19.8,73,62,85,157
2025-01-12,6,1,1,Lajpat Nagar,8,2.96,COOKED_MEALS,21.9,69,62,74,174
2025-01-13,0,1,0,Lajpat Nagar,8,4.39,PRODUCE_FRUITS,12.9,61,56,57,131
2025-01-14,1,1,0,Dwarka,5,2.05,DAIRY,18.3,107,113,95,144
2025-01-15,2,1,0,South Extension,6,2.2,COOKED_MEALS,13.3,43,43,42,87
2025-01-16,3,1,0,South Extension,6,3.8,OTHER,13.2,69,73,68,120
2025-01-17,4,1,0,Rohini,7,1.84,PRODUCE_FRUITS,15.7,53,47,58,105
2025-01-18,5,1,1,Rohini,7,4.39,BEVERAGES,21.9,33,28,33,115
2025-01-19,6,1,1,Connaught Place,4,3.88,BEVERAGES,19.5,67,69,65,136
2025-01-20,0,1,0,Lajpat Nagar,8,1.79,COOKED_MEALS,13.4,30,30,28,98
2025-01-21,1,1,0,Lajpat Nagar,8,2.32,BEVERAGES,12.8,85,87,92,139
2025-01-22,2,1,0,Connaught Place,4,4.07,BEVERAGES,12.3,99,110,87,139
2025-01-23,3,1,0,Lodhi Colony,7,2.48,COOKED_MEALS,19.8,116,131,115,178
2025-01-24,4,1,0,South Extension,6,2.3,BEVERAGES,17.9,82,91,65,125
2025-01-25,5,1,1,Lodhi Colony,7,4.34,PACKAGED_FOOD,16.2,84,88,92,176
2025-01-26,6,1,1,Rohini,7,1.74,PACKAGED_FOOD,12.7,48,43,56,131
2025-01-27,0,1,0,Connaught Place,4,3.57,PACKAGED_FOOD,19.7,69,73,57,109
2025-01-28,1,1,0,Karol Bagh,9,3.27,BAKERY,14.8,54,47,63,121
2025-01-29,2,1,0,Connaught Place,4,2.79,BEVERAGES,19.6,98,103,80,139
2025-01-30,3,1,0,Dwarka,5,2.94,OTHER,14.4,46,40,44,78
2025-01-31,4,1,0,Connaught Place,4,3.7,BEVERAGES,19.4,30,25,25,74
2025-02-01,5,2,1,South Extension,6,2.04,PRODUCE_FRUITS,17.2,115,126,103,182
2025-02-02,6,2,1,Rohini,7,2.39,COOKED_MEALS,19.7,18,17,17,116
2025-02-03,0,2,0,Karol Bagh,9,1.71,BEVERAGES,21.8,95,82,93,150
2025-02-04,1,2,0,Karol Bagh,9,2.05,BAKERY,14.6,28,31,29,92
2025-02-05,2,2,0,South Extension,6,2.25,PACKAGED_FOOD,12.0,16,14,15,56
2025-02-06,3,2,0,Rohini,7,1.62,OTHER,21.1,109,114,96,164
2025-02-07,4,2,0,Lajpat Nagar,8,2.87,BEVERAGES,15.2,120,104,113,163
2025-02-08,5,2,1,Lajpat Nagar,8,2.24,PACKAGED_FOOD,21.8,66,57,65,151
2025-02-09,6,2,1,Connaught Place,4,4.05,PRODUCE_FRUITS,15.3,85,83,80,153
2025-02-10,0,2,0,Dwarka,5,3.55,DAIRY,15.7,78,89,86,138
2025-02-11,1,2,0,Dwarka,5,4.47,OTHER,20.0,34,28,32,83
2025-02-12,2,2,0,Rohini,7,3.79,COOKED_MEALS,21.5,15,16,14,87
2025-02-13,3,2,0,Dwarka,5,3.9,COOKED_MEALS,14.1,45,43,53,105
2025-02-14,4,2,0,Connaught Place,4,1.81,BAKERY,21.0,81,78,93,118
2025-02-15,5,2,1,Lodhi Colony,7,4.72,COOKED_MEALS,17.8,79,70,89,186
2025-02-16,6,2,1,Lodhi Colony,7,3.69,BAKERY,14.4,48,53,56,135
2025-02-17,0,2,0,Lodhi Colony,7,3.81,BEVERAGES,15.3,72,67,59,132
2025-02-18,1,2,0,Karol Bagh,9,1.86,COOKED_MEALS,13.6,74,69,62,156
2025-02-19,2,2,0,Connaught Place,4,4.68,BAKERY,16.5,74,68,62,126
2025-02-20,3,2,0,Rohini,7,3.83,PACKAGED_FOOD,12.4,56,50,60,121
2025-02-21,4,2,0,Connaught Place,4,2.81,COOKED_MEALS,18.8,48,52,41,112
2025-02-22,5,2,1,Karol Bagh,9,3.97,BAKERY,12.9,28,30,23,114
2025-02-23,6,2,1,South Extension,6,1.7,OTHER,21.8,31,28,29,96
2025-02-24,0,2,0,South Extension,6,3.42,PRODUCE_FRUITS,21.2,24,20,19,56
2025-02-25,1,2,0,Dwarka,5,2.96,BAKERY,12.9,118,112,96,159
2025-02-26,2,2,0,Karol Bagh,9,2.93,BEVERAGES,15.9,18,17,17,79
2025-02-27,3,2,0,Connaught Place,4,2.21,BAKERY,14.7,72,80,58,105
2025-02-28,4,2,0,Connaught Place,4,3.15,PACKAGED_FOOD,16.8,26,24,22,60
2025-03-01,5,3,1,Lajpat Nagar,8,3.62,OTHER,29.3,95,109,96,195
2025-03-02,6,3,1,Dwarka,5,2.69,PACKAGED_FOOD,31.8,59,66,59,135
2025-03-03,0,3,0,Lodhi Colony,7,2.39,COOKED_MEALS,27.2,43,36,48,103
2025-03-04,1,3,0,Lodhi Colony,7,3.25,OTHER,29.8,44,50,36,115
2025-03-05,2,3,0,Dwarka,5,2.3,PACKAGED_FOOD,32.2,109,94,130,160
2025-03-06,3,3,0,Rohini,7,2.78,OTHER,33.9,37,33,38,108
2025-03-07,4,3,0,Rohini,7,3.94,PRODUCE_FRUITS,33.1,18,19,16,72
2025-03-08,5,3,1,Lajpat Nagar,8,4.26,OTHER,32.8,78,78,67,171
2025-03-09,6,3,1,South Extension,6,1.8,BAKERY,30.0,17,17,13,96
2025-03-10,0,3,0,Lajpat Nagar,8,2.62,BAKERY,33.2,56,48,48,114
2025-03-11,1,3,0,Dwarka,5,4.53,OTHER,25.1,82,90,97,121
2025-03-12,2,3,0,Lodhi Colony,7,3.43,PRODUCE_FRUITS,27.0,32,36,34,101
2025-03-13,3,3,0,Lodhi Colony,7,4.11,DAIRY,30.5,37,39,37,105
2025-03-14,4,3,0,Connaught Place,4,2.24,PACKAGED_FOOD,32.1,63,59,67,97
2025-03-15,5,3,1,Lajpat Nagar,8,2.09,COOKED_MEALS,33.5,88,85,105,188
2025-03-16,6,3,1,Karol Bagh,9,2.55,OTHER,33.7,43,44,36,135
2025-03-17,0,3,0,Lodhi Colony,7,1.96,BEVERAGES,24.8,59,67,51,114
2025-03-18,1,3,0,Dwarka,5,3.71,BEVERAGES,32.9,72,61,63,121
2025-03-19,2,3,0,Dwarka,5,1.72,PRODUCE_FRUITS,31.9,107,90,102,151
2025-03-20,3,3,0,Lodhi Colony,7,3.13,DAIRY,27.5,63,55,62,99
2025-03-21,4,3,0,Rohini,7,3.41,OTHER,30.9,35,34,39,93
2025-03-22,5,3,1,Connaught Place,4,4.64,COOKED_MEALS,27.4,63,56,52,149
2025-03-23,6,3,1,South Extension,6,2.62,PACKAGED_FOOD,32.9,105,90,123,195
2025-03-24,0,3,0,Lajpat Nagar,8,1.68,PRODUCE_FRUITS,26.1,39,37,39,108
2025-03-25,1,3,0,Dwarka,5,3.28,BEVERAGES,26.8,45,39,43,83
2025-03-26,2,3,0,South Extension,6,2.69,DAIRY,24.9,120,125,124,170
2025-03-27,3,3,0,Lajpat Nagar,8,1.82,BAKERY,25.7,52,59,51,118
2025-03-28,4,3,0,Lodhi Colony,7,3.11,BEVERAGES,26.7,97,98,84,164
2025-03-29,5,3,1,Lodhi Colony,7,2.72,DAIRY,24.4,71,70,63,154
2025-03-30,6,3,1,Rohini,7,3.8,COOKED_MEALS,24.9,59,64,56,158
2025-03-31,0,3,0,Rohini,7,3.45,PACKAGED_FOOD,24.6,64,70,61,105
2025-04-01,1,4,0,Lodhi Colony,7,3.39,BAKERY,28.8,25,24,28,77
2025-04-02,2,4,0,South Extension,6,3.16,PACKAGED_FOOD,32.0,101,115,86,164
2025-04-03,3,4,0,Lajpat Nagar,8,4.71,OTHER,25.9,20,19,23,81
2025-04-04,4,4,0,Lodhi Colony,7,2.17,OTHER,30.3,91,84,105,149
2025-04-05,5,4,1,Lodhi Colony,7,3.34,PACKAGED_FOOD,27.3,50,50,58,133
2025-04-06,6,4,1,South Extension,6,4.1,PACKAGED_FOOD,29.9,115,112,111,208
2025-04-07,0,4,0,Rohini,7,4.68,COOKED_MEALS,33.2,87,94,96,170
2025-04-08,1,4,0,Rohini,7,3.27,PRODUCE_FRUITS,32.8,48,46,47,104
2025-04-09,2,4,0,Connaught Place,4,2.83,PACKAGED_FOOD,30.1,103,99,98,146
2025-04-10,3,4,0,Connaught Place,4,3.78,COOKED_MEALS,31.5,49,54,39,107
2025-04-11,4,4,0,Connaught Place,4,4.28,OTHER,31.0,27,30,24,67
2025-04-12,5,4,1,Connaught Place,4,4.71,DAIRY,31.7,56,52,54,130
2025-04-13,6,4,1,Lajpat Nagar,8,4.51,DAIRY,31.4,112,112,106,205
2025-04-14,0,4,0,South Extension,6,3.2,BAKERY,24.7,105,105,89,168
2025-04-15,1,4,0,South Extension,6,2.07,OTHER,26.0,22,20,21,55
2025-04-16,2,4,0,Connaught Place,4,3.83,PRODUCE_FRUITS,27.7,74,74,78,121
2025-04-17,3,4,0,Connaught Place,4,3.11,DAIRY,25.8,75,76,70,120
2025-04-18,4,4,0,Lajpat Nagar,8,4.26,PRODUCE_FRUITS,31.5,103,90,83,186
2025-04-19,5,4,1,Rohini,7,4.68,OTHER,26.2,43,45,39,136
2025-04-20,6,4,1,Lodhi Colony,7,3.19,OTHER,31.8,113,119,111,205
2025-04-21,0,4,0,Rohini,7,1.53,PRODUCE_FRUITS,30.1,54,57,58,109
2025-04-22,1,4,0,Connaught Place,4,2.9,DAIRY,32.5,73,67,72,110
2025-04-23,2,4,0,Lodhi Colony,7,3.43,COOKED_MEALS,29.1,99,112,112,155
2025-04-24,3,4,0,Karol Bagh,9,3.64,PACKAGED_FOOD,26.8,102,90,84,182
2025-04-25,4,4,0,Rohini,7,2.41,BEVERAGES,31.1,98,92,84,154
2025-04-26,5,4,1,Rohini,7,2.29,COOKED_MEALS,32.1,117,127,112,211
2025-04-27,6,4,1,South Extension,6,3.66,PRODUCE_FRUITS,26.6,68,66,74,154
2025-04-28,0,4,0,Karol Bagh,9,3.84,PACKAGED_FOOD,32.2,58,61,51,113
2025-04-29,1,4,0,Dwarka,5,2.68,PRODUCE_FRUITS,32.5,99,110,86,145
2025-04-30,2,4,0,South Extension,6,3.05,BEVERAGES,26.6,118,120,137,189
2025-05-01,3,5,0,Dwarka,5,1.79,PRODUCE_FRUITS,34.7,54,52,62,93
2025-05-02,4,5,0,Connaught Place,4,2.36,PRODUCE_FRUITS,37.6,30,29,34,55
2025-05-03,5,5,1,South Extension,6,3.06,BAKERY,38.0,102,98,93,177
2025-05-04,6,5,1,South Extension,6,4.37,BAKERY,33.6,40,38,47,143
2025-05-05,0,5,0,Lajpat Nagar,8,2.54,BEVERAGES,34.2,25,24,26,69
2025-05-06,1,5,0,Lajpat Nagar,8,2.53,COOKED_MEALS,32.1,50,45,55,115
2025-05-07,2,5,0,Rohini,7,4.02,COOKED_MEALS,33.6,70,72,67,139
2025-05-08,3,5,0,Lodhi Colony,7,2.76,COOKED_MEALS,38.4,108,103,87,172
2025-05-09,4,5,0,Lajpat Nagar,8,1.56,COOKED_MEALS,39.5,46,42,52,128
2025-05-10,5,5,1,Connaught Place,4,1.93,DAIRY,38.0,54,48,60,121
2025-05-11,6,5,1,Dwarka,5,3.22,PACKAGED_FOOD,36.1,102,117,95,188
2025-05-12,0,5,0,Lodhi Colony,7,2.69,BAKERY,34.0,118,114,105,177
2025-05-13,1,5,0,Dwarka,5,1.57,PACKAGED_FOOD,34.0,61,64,68,101
2025-05-14,2,5,0,Lodhi Colony,7,4.39,PRODUCE_FRUITS,41.3,94,81,112,153
2025-05-15,3,5,0,South Extension,6,1.66,COOKED_MEALS,37.0,63,55,56,113
2025-05-16,4,5,0,Dwarka,5,2.01,BEVERAGES,40.2,16,15,17,57
2025-05-17,5,5,1,Karol Bagh,9,3.81,DAIRY,42.0,28,28,29,120
2025-05-18,6,5,1,Connaught Place,4,1.88,COOKED_MEALS,38.0,92,83,83,168
2025-05-19,0,5,0,Dwarka,5,2.85,BAKERY,32.5,78,87,83,126
2025-05-20,1,5,0,Lodhi Colony,7,2.59,COOKED_MEALS,32.2,26,29,29,88
2025-05-21,2,5,0,South Extension,6,4.07,COOKED_MEALS,40.7,27,30,28,90
2025-05-22,3,5,0,Lodhi Colony,7,4.76,PRODUCE_FRUITS,35.2,21,18,18,89
2025-05-23,4,5,0,Rohini,7,3.73,DAIRY,40.9,27,29,31,89
2025-05-24,5,5,1,South Extension,6,4.31,BEVERAGES,39.8,57,54,55,132
2025-05-25,6,5,1,South Extension,6,2.73,PRODUCE_FRUITS,34.2,66,64,64,135
2025-05-26,0,5,0,Rohini,7,2.77,OTHER,37.7,68,71,76,136
2025-05-27,1,5,0,South Extension,6,4.74,OTHER,33.9,68,76,67,135
2025-05-28,2,5,0,Karol Bagh,9,3.74,BAKERY,39.3,114,109,92,181
2025-05-29,3,5,0,Lajpat Nagar,8,3.09,DAIRY,33.4,67,65,55,116
2025-05-30,4,5,0,Dwarka,5,2.54,BEVERAGES,42.4,82,88,84,112
2025-05-31,5,5,1,Dwarka,5,4.38,PACKAGED_FOOD,38.3,104,107,101,180
2025-06-01,6,6,1,Dwarka,5,2.32,PRODUCE_FRUITS,40.0,97,93,110,153
2025-06-02,0,6,0,South Extension,6,1.54,BAKERY,38.1,75,82,86,117
2025-06-03,1,6,0,South Extension,6,3.98,PRODUCE_FRUITS,34.9,50,43,44,101
2025-06-04,2,6,0,Lajpat Nagar,8,1.76,DAIRY,41.6,72,63,71,126
2025-06-05,3,6,0,Connaught Place,4,1.89,DAIRY,40.9,17,14,16,57
2025-06-06,4,6,0,South Extension,6,4.11,PACKAGED_FOOD,39.7,80,81,84,139
2025-06-07,5,6,1,Lodhi Colony,7,4.64,PRODUCE_FRUITS,41.9,119,109,116,204
2025-06-08,6,6,1,Lodhi Colony,7,3.86,PRODUCE_FRUITS,40.6,29,25,30,113
2025-06-09,0,6,0,South Extension,6,2.63,OTHER,39.6,117,109,118,172
2025-06-10,1,6,0,Lajpat Nagar,8,3.12,OTHER,40.6,107,104,96,171
2025-06-11,2,6,0,Lajpat Nagar,8,2.12,OTHER,36.7,73,80,63,127
2025-06-12,3,6,0,South Extension,6,4.56,OTHER,40.1,30,32,29,100
2025-06-13,4,6,0,Dwarka,5,3.44,PACKAGED_FOOD,33.6,78,66,85,121
2025-06-14,5,6,1,Karol Bagh,9,3.09,PACKAGED_FOOD,41.4,37,39,32,130
2025-06-15,6,6,1,Rohini,7,1.92,DAIRY,39.9,92,102,92,161
2025-06-16,0,6,0,Dwarka,5,4.02,PRODUCE_FRUITS,36.8,58,66,56,125
2025-06-17,1,6,0,Lajpat Nagar,8,1.96,PACKAGED_FOOD,40.4,110,110,125,166
2025-06-18,2,6,0,Dwarka,5,4.59,BEVERAGES,34.6,41,42,37,92
2025-06-19,3,6,0,Connaught Place,4,4.54,BAKERY,43.8,98,111,85,140
2025-06-20,4,6,0,Dwarka,5,1.88,PRODUCE_FRUITS,38.7,89,90,94,134
2025-06-21,5,6,1,Lodhi Colony,7,3.73,OTHER,38.4,69,75,69,163
2025-06-22,6,6,1,Dwarka,5,1.69,PRODUCE_FRUITS,41.0,35,40,37,109
2025-06-23,0,6,0,Lajpat Nagar,8,4.27,BEVERAGES,41.4,41,44,33,110
2025-06-24,1,6,0,Rohini,7,3.73,PACKAGED_FOOD,42.4,110,114,105,171
2025-06-25,2,6,0,Karol Bagh,9,4.09,OTHER,40.4,103,108,120,162
2025-06-26,3,6,0,Dwarka,5,2.53,PACKAGED_FOOD,32.6,110,101,115,172
2025-06-27,4,6,0,Rohini,7,4.34,DAIRY,42.0,96,101,101,162
2025-06-28,5,6,1,Karol Bagh,9,2.15,BEVERAGES,43.6,52,51,62,136
2025-06-29,6,6,1,South Extension,6,2.12,BAKERY,40.8,30,28,29,105
2025-06-30,0,6,0,Karol Bagh,9,4.29,COOKED_MEALS,36.0,105,118,85,187
2025-07-01,1,7,0,Connaught Place,4,3.47,OTHER,43.2,93,102,85,145
2025-07-02,2,7,0,South Extension,6,4.09,PRODUCE_FRUITS,38.3,38,38,42,85
2025-07-03,3,7,0,Lajpat Nagar,8,2.87,PACKAGED_FOOD,36.8,59,54,52,118
2025-07-04,4,7,0,Lajpat Nagar,8,4.64,PACKAGED_FOOD,38.4,86,94,102,162
2025-07-05,5,7,1,South Extension,6,1.88,PRODUCE_FRUITS,37.3,97,100,101,189
2025-07-06,6,7,1,Connaught Place,4,2.76,OTHER,43.3,64,59,69,135
2025-07-07,0,7,0,South Extension,6,4.51,OTHER,41.2,80,87,78,157
2025-07-08,1,7,0,Lajpat Nagar,8,2.56,COOKED_MEALS,43.4,36,41,39,112
2025-07-09,2,7,0,Karol Bagh,9,1.52,COOKED_MEALS,34.5,95,102,108,165
2025-07-10,3,7,0,Karol Bagh,9,4.23,BEVERAGES,41.3,97,106,80,173
2025-07-11,4,7,0,Dwarka,5,2.01,DAIRY,40.6,19,16,15,67
2025-07-12,5,7,1,Karol Bagh,9,4.21,PRODUCE_FRUITS,36.9,72,74,70,162
2025-07-13,6,7,1,South Extension,6,2.79,COOKED_MEALS,38.4,97,103,80,190
2025-07-14,0,7,0,Rohini,7,1.74,PACKAGED_FOOD,33.3,115,121,119,169
2025-07-15,1,7,0,Connaught Place,4,4.03,DAIRY,36.6,120,125,118,167
2025-07-16,2,7,0,Lodhi Colony,7,4.13,OTHER,38.5,96,85,102,159
2025-07-17,3,7,0,Rohini,7,4.36,BEVERAGES,36.5,16,16,16,77
2025-07-18,4,7,0,Karol Bagh,9,2.8,PACKAGED_FOOD,43.4,54,49,59,123
2025-07-19,5,7,1,Dwarka,5,2.63,DAIRY,42.9,80,71,69,154
2025-07-20,6,7,1,South Extension,6,2.1,OTHER,38.8,21,23,24,94
2025-07-21,0,7,0,Karol Bagh,9,3.02,PACKAGED_FOOD,32.9,100,87,83,167
2025-07-22,1,7,0,Connaught Place,4,2.68,BEVERAGES,39.9,27,25,22,61
2025-07-23,2,7,0,Lajpat Nagar,8,2.55,DAIRY,35.9,99,93,102,155
2025-07-24,3,7,0,Connaught Place,4,4.66,BAKERY,32.1,46,49,49,91
2025-07-25,4,7,0,Dwarka,5,2.94,OTHER,36.3,101,108,116,145
2025-07-26,5,7,1,Connaught Place,4,3.11,COOKED_MEALS,34.1,92,80,83,178
2025-07-27,6,7,1,Rohini,7,1.96,PACKAGED_FOOD,34.4,108,120,89,194
2025-07-28,0,7,0,Karol Bagh,9,3.58,OTHER,39.0,66,71,58,137
2025-07-29,1,7,0,South Extension,6,3.32,PACKAGED_FOOD,42.7,84,83,93,138
2025-07-30,2,7,0,Rohini,7,3.45,OTHER,35.5,74,74,61,138
2025-07-31,3,7,0,Connaught Place,4,3.16,BEVERAGES,34.9,118,135,126,166
2025-08-01,4,8,0,Lajpat Nagar,8,2.09,PACKAGED_FOOD,30.6,33,35,32,86
2025-08-02,5,8,1,Connaught Place,4,1.63,OTHER,28.9,23,21,20,83
2025-08-03,6,8,1,Rohini,7,2.69,DAIRY,33.2,20,17,21,94
2025-08-04,0,8,0,South Extension,6,3.82,PACKAGED_FOOD,30.3,50,55,45,100
2025-08-05,1,8,0,Dwarka,5,2.75,PACKAGED_FOOD,30.5,24,24,22,68
2025-08-06,2,8,0,Lajpat Nagar,8,3.2,PRODUCE_FRUITS,32.2,59,58,58,114
2025-08-07,3,8,0,Lajpat Nagar,8,2.95,BAKERY,24.8,97,90,83,153
2025-08-08,4,8,0,Lajpat Nagar,8,2.7,BEVERAGES,32.2,99,90,111,160
2025-08-09,5,8,1,Lodhi Colony,7,3.08,PACKAGED_FOOD,25.6,67,57,54,142
2025-08-10,6,8,1,Karol Bagh,9,3.45,BAKERY,30.3,20,22,17,122
2025-08-11,0,8,0,Karol Bagh,9,4.66,PACKAGED_FOOD,33.7,96,82,104,185
2025-08-12,1,8,0,Dwarka,5,4.21,COOKED_MEALS,26.2,92,105,105,161
2025-08-13,2,8,0,Karol Bagh,9,1.97,PACKAGED_FOOD,32.2,38,39,38,113
2025-08-14,3,8,0,Lajpat Nagar,8,3.89,PRODUCE_FRUITS,33.2,91,93,81,154
